dataset,cascade_id,label,y_false,final_size,final_depth,reach_target,window_type,window_value,early_n_nodes,early_depth,avg_root_distance,early_width,branching_factor,internal_node_share,leaf_fraction,outdegree_entropy,structural_virality_proxy,early_growth_rate,time_to_10,time_to_20
twitter15,356268980211687424,false,1,122,4,4.812184355372417,time,180,109,4,1.7064220183486238,52,3.7241379310344827,0.26605504587155965,0.7339449541284404,1.3679800217346587,3.3309548080190283,0.6055555555555555,9.99,15.57
twitter15,356297080169447425,false,1,219,5,5.393627546352362,time,30,130,4,1.4384615384615385,85,4.161290322580645,0.23846153846153847,0.7615384615384615,1.129879801702772,2.8509242695289205,4.333333333333333,5.68,5.75
twitter15,356297080169447425,false,1,219,5,5.393627546352362,time,60,166,5,1.5,104,3.8372093023255816,0.25903614457831325,0.7409638554216867,1.1752752492196785,2.9757575757575756,2.7666666666666666,5.68,5.75
twitter15,356297080169447425,false,1,219,5,5.393627546352362,time,180,189,5,1.492063492063492,120,3.9166666666666665,0.25396825396825395,0.746031746031746,1.1484770999813705,2.962625239220984,1.05,5.68,5.75
twitter15,356310469390245888,false,1,131,4,4.882801922586371,time,30,2,1,0.5,1,1.0,0.5,0.5,1.0,1.0,0.06666666666666667,,
twitter15,356310469390245888,false,1,131,4,4.882801922586371,time,60,2,1,0.5,1,1.0,0.5,0.5,1.0,1.0,0.03333333333333333,,
twitter15,356310469390245888,false,1,131,4,4.882801922586371,time,180,5,1,0.8,4,4.0,0.2,0.8,0.7219280948873623,1.6,0.027777777777777776,,
twitter15,356407105953071107,false,1,160,4,5.081404364984463,time,30,27,2,1.0,25,13.0,0.07407407407407407,0.9259259259259259,0.45502065977946415,1.9943019943019944,0.9,4.77,23.38
twitter15,356407105953071107,false,1,160,4,5.081404364984463,time,60,49,4,1.4285714285714286,33,5.333333333333333,0.1836734693877551,0.8163265306122449,0.9537527257515055,2.727891156462585,0.8166666666666667,4.77,23.38
twitter15,356407105953071107,false,1,160,4,5.081404364984463,time,180,143,4,1.2587412587412588,114,7.1,0.13986013986013987,0.8601398601398601,0.7024157251841078,2.4946321284349455,0.7944444444444444,4.77,23.38
twitter15,356437941641416705,false,1,110,5,4.709530201312334,time,30,72,4,1.5972222222222223,38,2.9583333333333335,0.3333333333333333,0.6666666666666666,1.297858018247262,3.109154929577465,2.4,5.07,5.07
twitter15,356437941641416705,false,1,110,5,4.709530201312334,time,60,79,4,1.5949367088607596,43,3.12,0.31645569620253167,0.6835443037974683,1.288218275083193,3.111976630963973,1.3166666666666667,5.07,5.07
twitter15,356437941641416705,false,1,110,5,4.709530201312334,time,180,102,5,1.7058823529411764,55,3.2580645161290325,0.30392156862745096,0.696078431372549,1.3353617501331296,3.3325567850902735,0.5666666666666667,5.07,5.07
twitter15,357299879070023680,false,1,135,3,4.912654885736052,time,30,92,2,1.0543478260869565,85,13.0,0.07608695652173914,0.9239130434782609,0.43325755849145214,2.1058289536550405,3.066666666666667,1.15,2.41
twitter15,357299879070023680,false,1,135,3,4.912654885736052,time,60,102,2,1.0588235294117647,94,12.625,0.0784313725490196,0.9215686274509803,0.43926027812736684,2.114929139972821,1.7,1.15,2.41
twitter15,357299879070023680,false,1,135,3,4.912654885736052,time,180,109,2,1.0642201834862386,100,12.0,0.08256880733944955,0.9174311926605505,0.4527199304881881,2.125722052327557,0.6055555555555555,1.15,2.41
twitter15,357300409292959744,false,1,138,3,4.9344739331306915,time,30,20,2,1.15,15,4.75,0.2,0.8,1.0219280948873624,2.2473684210526317,0.6666666666666666,7.55,19.37
twitter15,357300409292959744,false,1,138,3,4.9344739331306915,time,60,33,3,1.2121212121212122,25,6.4,0.15151515151515152,0.8484848484848485,0.904820246097456,2.367424242424242,0.55,7.55,19.37
twitter15,357300409292959744,false,1,138,3,4.9344739331306915,time,180,53,3,1.1886792452830188,43,7.428571428571429,0.1320754716981132,0.8679245283018868,0.782942153079754,2.3497822931785195,0.29444444444444445,7.55,19.37
twitter15,358591089462099968,false,1,174,2,5.1647859739235145,time,30,78,1,0.9871794871794872,77,77.0,0.01282051282051282,0.9871794871794872,0.0989590953557431,1.9743589743589745,2.6,1.67,3.96
twitter15,358591089462099968,false,1,174,2,5.1647859739235145,time,60,107,2,1.0,105,53.0,0.018691588785046728,0.9813084112149533,0.15272138495308266,1.9996473285134897,1.7833333333333334,1.67,3.96
twitter15,358591089462099968,false,1,174,2,5.1647859739235145,time,180,137,2,1.0,135,68.0,0.014598540145985401,0.9854014598540146,0.124527662508978,1.9997853155860885,0.7611111111111111,1.67,3.96
twitter15,364383457545162754,false,1,311,2,5.7430031878094825,time,30,174,2,1.0057471264367817,171,57.666666666666664,0.017241379310344827,0.9827586206896551,0.14149073696661035,2.011228489801342,5.8,0.65,1.23
twitter15,364383457545162754,false,1,311,2,5.7430031878094825,time,60,207,2,1.0096618357487923,203,51.5,0.01932367149758454,0.9806763285024155,0.15330300247152692,2.019042258805872,3.45,0.65,1.23
twitter15,364383457545162754,false,1,311,2,5.7430031878094825,time,180,269,2,1.0185873605947955,262,38.285714285714285,0.026022304832713755,0.9739776951672863,0.18943038706540138,1.0,1.4944444444444445,0.65,1.23
twitter15,364589696573124609,false,1,370,2,5.916202062607435,time,30,174,2,1.0,172,86.5,0.011494252873563218,0.9885057471264368,0.10203810614320619,1.9998671184638894,5.8,0.57,0.82
twitter15,364589696573124609,false,1,370,2,5.916202062607435,time,60,211,2,1.0,209,105.0,0.009478672985781991,0.990521327014218,0.08679559342327756,1.999909726923945,3.5166666666666666,0.57,0.82
twitter15,364589696573124609,false,1,370,2,5.916202062607435,time,180,293,2,1.0204778156996588,285,41.714285714285715,0.023890784982935155,0.9761092150170648,0.19020790291011078,1.9898477157360406,1.6277777777777778,0.57,0.82
twitter15,365052155385749505,false,1,140,3,4.948759890378168,time,30,76,3,1.105263157894737,67,9.375,0.10526315789473684,0.8947368421052632,0.5971742475310853,2.2028070175438597,2.533333333333333,1.19,1.86
twitter15,365052155385749505,false,1,140,3,4.948759890378168,time,60,89,3,1.101123595505618,79,9.777777777777779,0.10112359550561797,0.898876404494382,0.5722982394451369,2.19611848825332,1.4833333333333334,1.19,1.86
twitter15,365052155385749505,false,1,140,3,4.948759890378168,time,180,119,3,1.1092436974789917,105,11.8,0.08403361344537816,0.9159663865546218,0.5482474573834738,2.212790200826093,0.6611111111111111,1.19,1.86
twitter15,365056836476481537,false,1,117,2,4.770684624465665,time,30,63,2,1.0158730158730158,60,20.666666666666668,0.047619047619047616,0.9523809523809523,0.31992380069815285,2.0296979006656426,2.1,2.89,3.5
twitter15,365056836476481537,false,1,117,2,4.770684624465665,time,60,81,2,1.0246913580246915,77,20.0,0.04938271604938271,0.9506172839506173,0.3238320876294287,2.047530864197531,1.35,2.89,3.5
twitter15,365056836476481537,false,1,117,2,4.770684624465665,time,180,101,2,1.0297029702970297,96,20.0,0.04950495049504951,0.9504950495049505,0.32002930384851763,2.057821782178218,0.5611111111111111,2.89,3.5
twitter15,365276206381268995,false,1,395,3,5.981414211254481,time,30,175,2,1.0342857142857143,167,24.857142857142858,0.04,0.96,0.28824558325365146,2.06752052545156,5.833333333333333,0.64,1.45
twitter15,365276206381268995,false,1,395,3,5.981414211254481,time,60,243,2,1.0493827160493827,229,22.0,0.04526748971193416,0.9547325102880658,0.3221048376544911,2.097677107778118,4.05,0.64,1.45
twitter15,365276206381268995,false,1,395,3,5.981414211254481,time,180,312,3,1.0705128205128205,290,19.4375,0.05128205128205128,0.9487179487179487,0.3621588085059042,2.099658137366622,1.7333333333333334,0.64,1.45
twitter15,365497016098369536,false,1,136,2,4.919980925828125,time,30,91,2,1.010989010989011,88,30.0,0.03296703296703297,0.967032967032967,0.23933329470328796,2.021001221001221,3.033333333333333,1.67,1.75
twitter15,365497016098369536,false,1,136,2,4.919980925828125,time,60,101,2,1.0198019801980198,97,25.0,0.039603960396039604,0.9603960396039604,0.27260323330313285,2.0384158415841584,1.6833333333333333,1.67,1.75
twitter15,365497016098369536,false,1,136,2,4.919980925828125,time,180,117,2,1.017094017094017,113,29.0,0.03418803418803419,0.9658119658119658,0.2427142045827235,2.0333038608900678,0.65,1.67,1.75
twitter15,366025766183514112,false,1,452,3,6.115892125483034,time,30,209,2,1.0430622009569377,198,20.9,0.04784688995215311,0.9521531100478469,0.32129071347712146,2.084882223040118,6.966666666666667,1.07,1.07
twitter15,366025766183514112,false,1,452,3,6.115892125483034,time,60,249,3,1.0441767068273093,237,22.636363636363637,0.04417670682730924,0.9558232931726908,0.29937561608305535,2.0872846223604093,4.15,1.07,1.07
twitter15,366025766183514112,false,1,452,3,6.115892125483034,time,180,314,3,1.0668789808917198,292,17.444444444444443,0.05732484076433121,0.9426751592356688,0.3796488854044435,2.080993920169178,1.7444444444444445,1.07,1.07
twitter15,366205297557110784,false,1,163,3,5.099866427824199,time,30,85,2,1.0470588235294118,79,16.8,0.058823529411764705,0.9411764705882353,0.4034011115123788,2.0907563025210085,2.8333333333333335,1.35,4.45
twitter15,366205297557110784,false,1,163,3,5.099866427824199,time,60,104,2,1.0480769230769231,97,17.166666666666668,0.057692307692307696,0.9423076923076923,0.3904246727248383,2.093539955190441,1.7333333333333334,1.35,4.45
twitter15,366205297557110784,false,1,163,3,5.099866427824199,time,180,131,3,1.0763358778625953,120,13.0,0.07633587786259542,0.9236641221374046,0.45951115642122176,2.149618320610687,0.7277777777777777,1.35,4.45
twitter15,369506008172740608,false,1,218,5,5.389071729816501,time,30,1,0,0.0,1,0.0,0.0,1.0,-0.0,0.0,0.03333333333333333,,
twitter15,369506008172740608,false,1,218,5,5.389071729816501,time,60,2,1,0.5,1,1.0,0.5,0.5,1.0,1.0,0.03333333333333333,,
twitter15,369506008172740608,false,1,218,5,5.389071729816501,time,180,79,5,2.481012658227848,43,6.0,0.16455696202531644,0.8354430379746836,0.979964338910506,3.2865952612788054,0.4388888888888889,88.03,89.01
twitter15,370855596050108416,false,1,161,2,5.087596335232384,time,30,90,2,1.0444444444444445,84,17.8,0.05555555555555555,0.9444444444444444,0.38570735106447346,2.085892634207241,3.0,0.8,2.74
twitter15,370855596050108416,false,1,161,2,5.087596335232384,time,60,106,2,1.0377358490566038,100,21.0,0.04716981132075472,0.9528301886792453,0.33891812192079596,2.0733153638814015,1.7666666666666666,0.8,2.74
twitter15,370855596050108416,false,1,161,2,5.087596335232384,time,180,133,2,1.037593984962406,126,22.0,0.045112781954887216,0.9548872180451128,0.3217263812149861,2.0735930735930737,0.7388888888888889,0.8,2.74
twitter15,372489152903643136,false,1,226,1,5.424950017481403,time,30,34,1,0.9705882352941176,33,33.0,0.029411764705882353,0.9705882352941176,0.19143325481419343,1.9411764705882353,1.1333333333333333,5.82,8.67
twitter15,372489152903643136,false,1,226,1,5.424950017481403,time,60,45,1,0.9777777777777777,44,44.0,0.022222222222222223,0.9777777777777777,0.15374218032876188,1.9555555555555555,0.75,5.82,8.67
twitter15,372489152903643136,false,1,226,1,5.424950017481403,time,180,63,1,0.9841269841269841,62,62.0,0.015873015873015872,0.9841269841269841,0.11759466565886476,1.9682539682539681,0.35,5.82,8.67
twitter15,372901260183494656,false,1,222,2,5.407171771460119,time,30,117,2,1.0341880341880343,111,19.333333333333332,0.05128205128205128,0.9487179487179487,0.32515273976033987,2.066902446212791,3.9,2.9,2.9
twitter15,372901260183494656,false,1,222,2,5.407171771460119,time,60,143,2,1.027972027972028,137,23.666666666666668,0.04195804195804196,0.958041958041958,0.27847248475021485,2.054959125381661,2.3833333333333333,2.9,2.9
twitter15,372901260183494656,false,1,222,2,5.407171771460119,time,180,179,2,1.0391061452513966,170,19.77777777777778,0.05027932960893855,0.9497206703910615,0.31288583791560115,2.0772079593245873,0.9944444444444445,2.9,2.9
twitter15,372914976102834176,false,1,220,3,5.3981627015177525,time,30,122,2,1.0245901639344261,117,24.2,0.040983606557377046,0.9590163934426229,0.2763711720607689,2.0480964638937813,4.066666666666666,1.4,1.4
twitter15,372914976102834176,false,1,220,3,5.3981627015177525,time,60,147,2,1.0272108843537415,141,24.333333333333332,0.04081632653061224,0.9591836734693877,0.2725541056345502,2.0534898891063276,2.45,1.4,1.4
twitter15,372914976102834176,false,1,220,3,5.3981627015177525,time,180,174,3,1.0517241379310345,164,17.3,0.05747126436781609,0.9425287356321839,0.34427766958236894,2.1019865789648526,0.9666666666666667,1.4,1.4
twitter15,376874273601630208,false,1,2406,4,7.786136437783072,time,30,1190,4,1.0285714285714285,1157,36.03030303030303,0.02773109243697479,0.9722689075630252,0.18831532582777155,1.0,39.666666666666664,0.3,0.42
twitter15,376874273601630208,false,1,2406,4,7.786136437783072,time,60,1454,4,1.0364511691884457,1404,31.58695652173913,0.03163686382393398,0.9683631361760661,0.22070883642945952,1.0,24.233333333333334,0.3,0.42
twitter15,376874273601630208,false,1,2406,4,7.786136437783072,time,180,1815,4,1.050137741046832,1729,22.675,0.0440771349862259,0.9559228650137741,0.28176008196884383,,10.083333333333334,0.3,0.42
twitter15,376982539132366848,false,1,1527,3,7.331714969726466,time,30,160,2,1.00625,157,53.0,0.01875,0.98125,0.15158148503745345,2.012185534591195,5.333333333333333,1.2,1.2
twitter15,376982539132366848,false,1,1527,3,7.331714969726466,time,60,220,2,1.0136363636363637,215,43.8,0.022727272727272728,0.9772727272727273,0.17289851960768704,2.0269406392694065,3.6666666666666665,1.2,1.2
twitter15,376982539132366848,false,1,1527,3,7.331714969726466,time,180,298,2,1.0302013422818792,287,29.7,0.03355704697986577,0.9664429530201343,0.2428651633635509,2.029892836999436,1.6555555555555554,1.2,1.2
twitter15,377002232257855488,false,1,335,3,5.817111159963204,time,30,188,2,1.0372340425531914,179,23.375,0.0425531914893617,0.9574468085106383,0.2990392115517417,2.0734440778245533,6.266666666666667,1.03,1.03
twitter15,377002232257855488,false,1,335,3,5.817111159963204,time,60,213,2,1.0375586854460095,203,23.555555555555557,0.04225352112676056,0.9577464788732394,0.29421077413856916,2.0742315528390467,3.55,1.03,1.03
twitter15,377002232257855488,false,1,335,3,5.817111159963204,time,180,270,2,1.0407407407407407,257,24.454545454545453,0.040740740740740744,0.9592592592592593,0.29032172108484033,2.059785673998872,1.5,1.03,1.03
twitter15,377519445578895360,false,1,146,3,4.990432586778736,time,30,91,1,0.989010989010989,90,90.0,0.01098901098901099,0.989010989010989,0.08728058888363333,1.978021978021978,3.033333333333333,0.38,0.65
twitter15,377519445578895360,false,1,146,3,4.990432586778736,time,60,105,2,1.0,103,52.0,0.01904761904761905,0.9809523809523809,0.15510690528639418,1.9996336996336996,1.75,0.38,0.65
twitter15,377519445578895360,false,1,146,3,4.990432586778736,time,180,124,2,1.0080645161290323,121,41.0,0.024193548387096774,0.9758064516129032,0.18659589336892407,2.0156045108838185,0.6888888888888889,0.38,0.65
twitter15,380055172896272384,false,1,380,3,5.942799375126701,time,30,117,2,1.0427350427350428,110,19.333333333333332,0.05128205128205128,0.9487179487179487,0.3560043677469793,2.083407014441497,3.9,0.87,2.49
twitter15,380055172896272384,false,1,380,3,5.942799375126701,time,60,150,2,1.0733333333333333,137,14.9,0.06666666666666667,0.9333333333333333,0.443811311651224,2.1438031319910515,2.5,0.87,2.49
twitter15,380055172896272384,false,1,380,3,5.942799375126701,time,180,184,3,1.0869565217391304,167,13.071428571428571,0.07608695652173914,0.9239130434782609,0.47111517916342827,2.171062009978617,1.0222222222222221,0.87,2.49
twitter15,380140114552188928,false,1,200,3,5.303304908059076,time,30,123,2,1.016260162601626,119,30.5,0.032520325203252036,0.967479674796748,0.23326083594242075,2.0317206450753034,4.1,0.73,1.4
twitter15,380140114552188928,false,1,200,3,5.303304908059076,time,60,144,2,1.0277777777777777,138,28.6,0.034722222222222224,0.9652777777777778,0.26514933053445816,2.0543900543900544,2.4,0.73,1.4
twitter15,380140114552188928,false,1,200,3,5.303304908059076,time,180,172,2,1.0406976744186047,163,21.375,0.046511627906976744,0.9534883720930233,0.3207513607387685,2.080171358629131,0.9555555555555556,0.73,1.4
twitter15,386682163862986752,false,1,122,3,4.812184355372417,time,30,53,2,1.0,51,26.0,0.03773584905660377,0.9622641509433962,0.269548899081194,1.9985486211901307,1.7666666666666666,1.65,3.57
twitter15,386682163862986752,false,1,122,3,4.812184355372417,time,60,71,2,1.0704225352112675,64,17.5,0.056338028169014086,0.9436619718309859,0.39724041865016446,2.1311871227364185,1.1833333333333333,1.65,3.57
twitter15,386682163862986752,false,1,122,3,4.812184355372417,time,180,88,2,1.1022727272727273,77,14.5,0.06818181818181818,0.9318181818181818,0.4813162563549526,2.1935736677115987,0.4888888888888889,1.65,3.57
twitter15,386998038004113409,false,1,241,3,5.488937726156687,time,30,14,2,1.1428571428571428,10,3.25,0.2857142857142857,0.7142857142857143,1.0949143184120975,2.21978021978022,0.4666666666666667,24.0,
twitter15,386998038004113409,false,1,241,3,5.488937726156687,time,60,41,2,1.0975609756097562,35,10.0,0.0975609756097561,0.9024390243902439,0.6075575039285437,2.175609756097561,0.6833333333333333,24.0,48.26
twitter15,386998038004113409,false,1,241,3,5.488937726156687,time,180,129,3,1.317829457364341,89,8.0,0.12403100775193798,0.875968992248062,0.7888999472611129,2.596172480620155,0.7166666666666667,24.0,48.26
twitter15,387006553124896768,false,1,134,3,4.90527477843843,time,30,32,3,1.28125,23,4.428571428571429,0.21875,0.78125,1.009186086912346,2.4818548387096775,1.0666666666666667,4.48,21.81
