cascade_id,dataset,label,final_size,parse_ok
489872119158046720,twitter15,false,111,True
489872500462190593,twitter15,false,345,True
489874311143260160,twitter15,false,164,True
489887806018183168,twitter15,false,104,True
489902412900343809,twitter15,false,1128,True
489968646014246912,twitter15,false,249,True
489970164469751808,twitter15,false,212,True
489974591985840128,twitter15,false,737,True
489975398151618560,twitter15,false,158,True
490080544949276672,twitter15,false,423,True
490136764619948032,twitter15,false,112,True
490141776984825856,twitter15,false,690,True
491200302365040640,twitter15,false,293,True
491241885399539712,twitter15,false,247,True
491591245152935936,twitter15,false,732,True
495305620342714369,twitter15,true,125,True
495365942726381568,twitter15,false,191,True
495366618818830336,twitter15,false,177,True
495583434954514432,twitter15,false,121,True
496698590153416704,twitter15,false,593,True
497073936077959169,twitter15,false,177,True
498280126254428160,twitter15,unverified,137,True
499366666300846081,twitter15,unverified,134,True
499368931367608320,twitter15,unverified,127,True
499456140044824576,twitter15,unverified,163,True
499530130487017472,twitter15,unverified,400,True
499612545909415938,twitter15,unverified,119,True
499679379820412928,twitter15,true,2281,True
499683602452717569,twitter15,true,873,True
500258409988763649,twitter15,unverified,98,True
500270780832174080,twitter15,unverified,129,True
500278045597368320,twitter15,unverified,190,True
500278294055768064,twitter15,true,100,True
500279160795721728,twitter15,unverified,247,True
500279189405433858,twitter15,unverified,121,True
500280422295937024,twitter15,unverified,109,True
500280838710247424,twitter15,unverified,166,True
500281094239817728,twitter15,unverified,101,True
500281131057811456,twitter15,unverified,102,True
500284699546517505,twitter15,unverified,123,True
500286058664579072,twitter15,unverified,217,True
500288349924782080,twitter15,unverified,303,True
500290456845299714,twitter15,unverified,470,True
500294803402137600,twitter15,unverified,243,True
500295393301647360,twitter15,unverified,147,True
500298752469770240,twitter15,unverified,724,True
500303431928922113,twitter15,unverified,121,True
500307001629745152,twitter15,unverified,218,True
500308076004929537,twitter15,unverified,121,True
500319675797209088,twitter15,unverified,127,True
500319801344929795,twitter15,unverified,258,True
500327106824245249,twitter15,unverified,112,True
500327120770301952,twitter15,unverified,235,True
500332933098385408,twitter15,unverified,209,True
500341884678836224,twitter15,unverified,152,True
500347114975944705,twitter15,unverified,422,True
500354773133299713,twitter15,unverified,221,True
500363126294863876,twitter15,unverified,189,True
500363740311982081,twitter15,unverified,223,True
500371149713178625,twitter15,unverified,180,True
500377145349521411,twitter15,unverified,179,True
500377906305327104,twitter15,unverified,187,True
500378522788315137,twitter15,unverified,107,True
500381163866062848,twitter15,unverified,127,True
500389488217309184,twitter15,unverified,160,True
500391222075076610,twitter15,unverified,118,True
500394061887709184,twitter15,unverified,133,True
500413818368184321,twitter15,unverified,123,True
501474962935648256,twitter15,false,716,True
501760566160289794,twitter15,false,1281,True
501768276523761666,twitter15,false,1153,True
501774251901198336,twitter15,false,159,True
501774615837163521,twitter15,false,351,True
501781217411215360,twitter15,false,162,True
501785003144273921,twitter15,false,362,True
501827465032237056,twitter15,true,1202,True
501881262240694272,twitter15,true,470,True
501934077612941312,twitter15,unverified,348,True
503498696273965056,twitter15,unverified,134,True
503609826128044032,twitter15,unverified,163,True
503610065769598976,twitter15,unverified,146,True
503714147138166784,twitter15,unverified,363,True
504106473467944960,twitter15,true,138,True
504109775358287872,twitter15,true,152,True
504131150429061121,twitter15,true,202,True
504131654810877952,twitter15,true,627,True
504243239084236800,twitter15,true,166,True
504244627680272384,twitter15,true,590,True
504267796424163328,twitter15,true,115,True
504304227246538752,twitter15,true,157,True
504387128013246465,twitter15,true,334,True
504419526998360064,twitter15,false,595,True
504433135036407808,twitter15,false,1609,True
504441156575297536,twitter15,false,172,True
504448356584677377,twitter15,false,1080,True
504450741126582275,twitter15,false,229,True
504453071041482753,twitter15,false,526,True
504478567062056962,twitter15,false,213,True
504500863944376321,twitter15,false,102,True
504652021601800193,twitter15,false,179,True
504771233557147648,twitter15,false,185,True
504830161993609216,twitter15,false,274,True
505369323922522113,twitter15,false,333,True
505611045897924608,twitter15,false,334,True
505657661120348163,twitter15,false,172,True
506118402466152449,twitter15,false,890,True
506656271517622272,twitter15,false,579,True
506784541696991232,twitter15,false,107,True
507242819623587841,twitter15,true,164,True
507257950868885504,twitter15,true,361,True
507261372313640961,twitter15,true,137,True
507263441359613953,twitter15,true,168,True
507354546041925632,twitter15,false,181,True
507454543169617920,twitter15,false,420,True
507557659206516736,twitter15,false,215,True
507634536176300032,twitter15,false,522,True
507918114567499776,twitter15,true,343,True
508002575858561024,twitter15,true,139,True
509031495101874176,twitter15,false,382,True
509077805296914432,twitter15,false,144,True
509084603617792001,twitter15,false,176,True
509114008587100160,twitter15,false,739,True
509152237503778816,twitter15,false,221,True
509463916586762241,twitter15,true,142,True
509463933564891137,twitter15,true,160,True
509464217549021184,twitter15,true,180,True
509464271118688257,twitter15,true,460,True
509464457836511232,twitter15,true,286,True
509466295344304129,twitter15,true,130,True
509473920060104704,twitter15,true,113,True
509478961705807872,twitter15,true,148,True
510286132568150016,twitter15,false,408,True
510507736287961088,twitter15,unverified,156,True
510906049549705216,twitter15,true,200,True
510908595144519680,twitter15,true,198,True
510916464631889920,twitter15,true,247,True
510916647373516800,twitter15,true,189,True
510916725953417218,twitter15,true,149,True
510918747188514816,twitter15,true,376,True
510921017972514817,twitter15,true,921,True
510922415468449792,twitter15,true,144,True
510931521306243072,twitter15,true,330,True
511330322831507456,twitter15,unverified,585,True
511918957255991296,twitter15,false,152,True
513015596879867904,twitter15,false,369,True
513437031020916738,twitter15,false,219,True
513749585391390720,twitter15,true,267,True
513779458340569088,twitter15,true,189,True
513922322915282945,twitter15,false,195,True
514039286845698048,twitter15,true,682,True
514057033419849728,twitter15,true,140,True
514062859987595264,twitter15,false,910,True
514067907475959808,twitter15,false,524,True
514072132301910016,twitter15,false,189,True
514081464171102208,twitter15,false,639,True
514098803347951616,twitter15,true,126,True
514098833253748736,twitter15,true,197,True
514100169307348992,twitter15,true,172,True
514106273852174337,twitter15,true,534,True
514106939173634048,twitter15,true,241,True
514109888138842113,twitter15,true,167,True
514142113601437696,twitter15,true,984,True
514148279601606656,twitter15,true,203,True
514150992552931328,twitter15,false,1353,True
514201362729828352,twitter15,true,351,True
514308277803294721,twitter15,unverified,319,True
514395350615203841,twitter15,true,164,True
514420223873941504,twitter15,true,118,True
514429381737852929,twitter15,false,228,True
514451906211893248,twitter15,true,121,True
514468018970034176,twitter15,false,146,True
514478918636535808,twitter15,true,530,True
514483762566922240,twitter15,false,202,True
514495841600811009,twitter15,false,279,True
514508854990999553,twitter15,false,277,True
514512849876836352,twitter15,false,1372,True
514517213022543872,twitter15,false,0,False
514517470238240768,twitter15,false,956,True
514535408126795776,twitter15,false,160,True
514540926640087040,twitter15,false,191,True
514546272972574721,twitter15,false,115,True
514550436377137152,twitter15,false,222,True
514555852351479808,twitter15,false,197,True
515519742355185664,twitter15,true,135,True
515538937058971648,twitter15,true,175,True
515598200796090369,twitter15,true,96,True
515717938025078784,twitter15,true,163,True
515918632178577408,twitter15,false,511,True
516313006427602944,twitter15,unverified,150,True
516321020815228929,twitter15,true,112,True
516345893139001346,twitter15,unverified,1413,True
516358319317852160,twitter15,unverified,94,True
516361247223058432,twitter15,unverified,688,True
516371936604352513,twitter15,unverified,0,False
516377014790782977,twitter15,unverified,1326,True
516386101766782976,twitter15,unverified,170,True
516390549012480001,twitter15,unverified,253,True
516394449065496577,twitter15,unverified,120,True
516395112201736192,twitter15,unverified,134,True
516411927506206721,twitter15,unverified,155,True
516414874348298240,twitter15,unverified,189,True
516420964834611201,twitter15,unverified,105,True
516423807394131968,twitter15,unverified,335,True
516425769560866817,twitter15,unverified,197,True
516434071631974400,twitter15,unverified,746,True
516435293235183617,twitter15,unverified,367,True
516475930097643520,twitter15,unverified,112,True
516539137646542848,twitter15,unverified,165,True
516545908813475841,twitter15,unverified,305,True
516636338679197697,twitter15,false,970,True
516682897864916992,twitter15,unverified,220,True
516705572373397504,twitter15,unverified,148,True
516727880571572225,twitter15,unverified,134,True
516729950091493376,twitter15,true,134,True
516804849619705859,twitter15,false,132,True
516856061182345216,twitter15,false,140,True
516861311725342722,twitter15,unverified,103,True
516978780171436032,twitter15,true,181,True
517003426832453633,twitter15,true,260,True
517034091028676608,twitter15,unverified,153,True
517038566061658114,twitter15,unverified,259,True
517051126466625536,twitter15,true,577,True
517053056211357696,twitter15,true,168,True
517416417164263424,twitter15,true,152,True
517487705978966016,twitter15,true,197,True
517712193841037312,twitter15,unverified,121,True
517850508380618752,twitter15,true,142,True
518192429153783808,twitter15,false,126,True
518620083342835712,twitter15,false,160,True
518665533089406976,twitter15,false,170,True
518827403452637184,twitter15,true,160,True
518830518792892416,twitter15,false,116,True
518866406512025602,twitter15,true,726,True
518870005677826050,twitter15,true,248,True
518924377791164420,twitter15,true,119,True
518981379963777025,twitter15,false,137,True
519078654635409410,twitter15,true,117,True
519112613800972288,twitter15,true,136,True
519131101798100992,twitter15,true,148,True
519178213441167360,twitter15,true,98,True
519275971758026752,twitter15,true,101,True
519311120914722816,twitter15,true,227,True
519348106836860929,twitter15,true,175,True
519375764165509121,twitter15,false,112,True
519447199164665856,twitter15,false,253,True
519530210795216896,twitter15,true,98,True
519704006826807296,twitter15,false,348,True
519867098945044480,twitter15,false,2552,True
519868410599993344,twitter15,false,0,False
519921456730607616,twitter15,false,120,True
519929168864497664,twitter15,false,0,False
519935535083565056,twitter15,false,215,True
519962130859429888,twitter15,false,410,True
519965814175567872,twitter15,false,121,True
520132836594970625,twitter15,false,172,True
520244836084228096,twitter15,false,134,True
520265722967375872,twitter15,unverified,236,True
520284654755381249,twitter15,false,130,True
520299904934371328,twitter15,true,1557,True
520338188213444608,twitter15,false,229,True
520630231531802624,twitter15,false,178,True
521098692326350848,twitter15,false,178,True
521444489697583104,twitter15,unverified,157,True
521496155310796800,twitter15,false,219,True
521533372280369152,twitter15,false,135,True
521663202183348224,twitter15,false,420,True
521717368264093696,twitter15,false,230,True
521727831307722753,twitter15,false,1435,True
521769631519092736,twitter15,unverified,158,True
521770744855134208,twitter15,unverified,141,True
521772674155286528,twitter15,unverified,128,True
521777301470871553,twitter15,unverified,130,True
521788572933062657,twitter15,unverified,147,True
521789009576476673,twitter15,false,339,True
521790189715615744,twitter15,false,178,True
521821037726797824,twitter15,false,121,True
521835345059389440,twitter15,false,189,True
521882110789824512,twitter15,unverified,177,True
521922785254580225,twitter15,unverified,107,True
522321383716818944,twitter15,true,106,True
522443333831262208,twitter15,unverified,205,True
522453569702989824,twitter15,unverified,177,True
522468118082633729,twitter15,unverified,369,True
522534012544638976,twitter15,unverified,169,True
522553662996901888,twitter15,false,122,True
522654603675176960,twitter15,unverified,183,True
522684367647559681,twitter15,unverified,117,True
522692223952228353,twitter15,unverified,1144,True
522782267215982592,twitter15,unverified,230,True
522815405451407360,twitter15,unverified,158,True
523026678419714048,twitter15,true,296,True
523098334421319680,twitter15,false,183,True
523123023646175233,twitter15,false,264,True
523123779124600833,twitter15,false,0,False
523126268603031552,twitter15,true,443,True
523535962962280448,twitter15,false,130,True
523545090099523584,twitter15,unverified,203,True
523555724807262208,twitter15,false,853,True
523558773345255424,twitter15,false,124,True
523562674487975937,twitter15,false,1203,True
523566838958284801,twitter15,false,139,True
523581212175392768,twitter15,true,1327,True
523655026485366784,twitter15,true,234,True
523820806917603328,twitter15,true,203,True
523863683928457216,twitter15,true,1588,True
523888836456108032,twitter15,true,1614,True
523939598691741696,twitter15,true,118,True
523943647449198592,twitter15,true,160,True
524144369235140608,twitter15,false,150,True
524152657783820288,twitter15,false,103,True
524168442841010176,twitter15,false,193,True
524176293450223616,twitter15,false,190,True
524178388282802176,twitter15,false,100,True
524181699043663872,twitter15,false,277,True
524185876931162112,twitter15,true,620,True
524186749002473472,twitter15,false,294,True
524191650420367360,twitter15,false,125,True
524206851450486785,twitter15,false,117,True
524211911668543488,twitter15,false,116,True
524227209976745984,twitter15,false,170,True
524263570985340928,twitter15,true,139,True
524289058290159616,twitter15,false,321,True
524291188422356993,twitter15,true,134,True
524294016435634178,twitter15,true,114,True
524312881823637504,twitter15,true,334,True
524317344730869760,twitter15,false,97,True
524320261667950592,twitter15,false,679,True
524586367456919552,twitter15,true,108,True
524593547807178753,twitter15,true,262,True
524646141938647043,twitter15,false,206,True
524685073979678721,twitter15,true,332,True
524699123971534848,twitter15,true,132,True
524757333608394752,twitter15,true,299,True
524881688825167872,twitter15,false,182,True
524923293711998976,twitter15,true,600,True
524923341359300608,twitter15,true,360,True
524924619812511746,twitter15,unverified,158,True
524925033626738688,twitter15,true,110,True
524925124303396864,twitter15,true,527,True
524925600318754816,twitter15,true,200,True
524925730053181440,twitter15,unverified,753,True
524926472432410625,twitter15,unverified,110,True
524927281048080385,twitter15,unverified,866,True
524928119955013632,twitter15,true,332,True
524928878075457536,twitter15,true,410,True
524929106987991040,twitter15,true,192,True
524929497205055488,twitter15,unverified,259,True
524929796862918656,twitter15,true,212,True
524930365400821761,twitter15,true,585,True
524930671220105216,twitter15,true,199,True
524932056560963584,twitter15,unverified,89,True
524933380929245184,twitter15,true,881,True
524934138563133440,twitter15,true,129,True
524935246647926784,twitter15,true,107,True
524935769614331904,twitter15,true,133,True
524937542131793920,twitter15,unverified,193,True
524940659778920448,twitter15,unverified,199,True
524941041301225472,twitter15,true,286,True
524941504796962816,twitter15,true,384,True
524944881941495809,twitter15,true,1038,True
524946179390701568,twitter15,true,250,True
524947149134774272,twitter15,true,117,True
524948703850029056,twitter15,true,125,True
524949828711620608,twitter15,true,105,True
524950264303075328,twitter15,true,215,True
524950339074523137,twitter15,true,562,True
524950507023245313,twitter15,true,98,True
524951893467234304,twitter15,true,121,True
524952094986350592,twitter15,true,123,True
524958128392376320,twitter15,true,147,True
524958992330522624,twitter15,true,154,True
524959836778536961,twitter15,true,108,True
524961721744900097,twitter15,true,736,True
524961908903149568,twitter15,true,204,True
524962676665888769,twitter15,true,144,True
524965786059026432,twitter15,true,97,True
524967711492014080,twitter15,true,138,True
524970097711267841,twitter15,true,337,True
524970851675176960,twitter15,unverified,159,True
524972443308683264,twitter15,unverified,147,True
524976106861236226,twitter15,true,301,True
524976526891417600,twitter15,true,625,True
524976963862429697,twitter15,true,1155,True
524976980799000578,twitter15,true,105,True
524977992683237376,twitter15,true,125,True
524979548195024898,twitter15,true,582,True
524981436252950528,twitter15,unverified,173,True
524983325275197440,twitter15,true,161,True
524987184836005889,twitter15,true,125,True
524988712367955970,twitter15,true,235,True
524991067675189250,twitter15,true,305,True
524991240270807042,twitter15,true,117,True
524993533212897281,twitter15,unverified,213,True
524998384357486592,twitter15,true,138,True
525005886272843776,twitter15,true,501,True
525008463819464704,twitter15,unverified,111,True
525009850104037376,twitter15,true,307,True
525024066152169473,twitter15,true,442,True
525024181218725888,twitter15,true,1473,True
525024518713397249,twitter15,true,181,True
525029684095221760,twitter15,true,128,True
525032872647065600,twitter15,unverified,122,True
525033697045925888,twitter15,true,140,True
525039784503541760,twitter15,true,830,True
525040767317082113,twitter15,true,138,True
525040836757958657,twitter15,true,677,True
525041127343550464,twitter15,true,109,True
525043936331857923,twitter15,true,209,True
525077806401994754,twitter15,true,211,True
525088864416043008,twitter15,true,97,True
525116411887513602,twitter15,true,224,True
525134787778850818,twitter15,true,320,True
525285199530455040,twitter15,unverified,850,True
525291306000846848,twitter15,true,177,True
525300042207612928,twitter15,true,132,True
525301290218553344,twitter15,true,137,True
525305690257379328,twitter15,true,161,True
525327108520673281,twitter15,unverified,106,True
525408908484280321,twitter15,true,960,True
525411618231169025,twitter15,true,203,True
525711899359318016,twitter15,false,195,True
526459255147491328,twitter15,false,364,True
526757033186697216,twitter15,unverified,168,True
527131140721623040,twitter15,unverified,541,True
527138218505175040,twitter15,true,144,True
527162170531151872,twitter15,true,2863,True
527272948680622080,twitter15,true,155,True
527286846347567104,twitter15,true,1181,True
527295015643394048,twitter15,true,586,True
527308173112139776,twitter15,true,155,True
527947775905103872,twitter15,true,219,True
528237933661544448,twitter15,true,517,True
528240834660298753,twitter15,false,321,True
528242965915779072,twitter15,true,631,True
528312406498635777,twitter15,true,733,True
528341588867416064,twitter15,false,217,True
528357165677817856,twitter15,true,108,True
528389559441444864,twitter15,false,180,True
528495998537334785,twitter15,true,140,True
528562608463704064,twitter15,true,940,True
528607634099015680,twitter15,true,224,True
528676615207653376,twitter15,true,180,True
528822281972498432,twitter15,true,0,False
528976109518721024,twitter15,false,507,True
529088963420909569,twitter15,false,938,True
529434230938284032,twitter15,true,355,True
529747368087126019,twitter15,true,106,True
529857740059860992,twitter15,false,231,True
530017051025604609,twitter15,false,140,True
530943279161155584,twitter15,true,149,True
531085761521528834,twitter15,true,644,True
531108688749404160,twitter15,false,245,True
531129816389779456,twitter15,true,384,True
531131094276382720,twitter15,unverified,132,True
531161914689482752,twitter15,true,346,True
531183173443801088,twitter15,true,306,True
531193369465470976,twitter15,unverified,166,True
531206167302012929,twitter15,true,287,True
531287426858487808,twitter15,unverified,105,True
531300385248800768,twitter15,unverified,231,True
531493734358061056,twitter15,unverified,94,True
531498841158082562,twitter15,unverified,628,True
531524882325311488,twitter15,unverified,110,True
531525016794697729,twitter15,unverified,114,True
531526274003771392,twitter15,unverified,128,True
531530591427391488,twitter15,unverified,106,True
531531382611513344,twitter15,unverified,120,True
531543620856197121,twitter15,unverified,427,True
531565935128498176,twitter15,false,122,True
531568534066057217,twitter15,false,170,True
531606992788287489,twitter15,unverified,153,True
531607884220485632,twitter15,false,0,False
531634492528939008,twitter15,true,1234,True
531648145613398016,twitter15,true,550,True
531659884430106624,twitter15,true,137,True
531676808836833280,twitter15,true,191,True
531733274968989696,twitter15,unverified,100,True
531833153145823233,twitter15,true,263,True
531833233143783424,twitter15,false,449,True
531900034863091712,twitter15,false,337,True
531973383198887936,twitter15,false,125,True
532007252677656576,twitter15,false,310,True
532106726539939841,twitter15,false,497,True
532197572698320896,twitter15,true,175,True
532199717594497024,twitter15,false,257,True
532203605236154368,twitter15,true,747,True
532206910796468224,twitter15,false,125,True
532208816692416512,twitter15,false,158,True
532231906364911616,twitter15,true,141,True
532239131540467712,twitter15,false,168,True
532246457609244672,twitter15,false,226,True
532255606623989760,twitter15,false,168,True
532259028152246272,twitter15,false,103,True
532275347413544961,twitter15,true,270,True
532275383430041600,twitter15,true,263,True
532276370953752576,twitter15,true,216,True
532276693931945984,twitter15,true,169,True
532281981795848192,twitter15,false,1596,True
532284428542681088,twitter15,false,348,True
532284831783460864,twitter15,false,532,True
532297096356167680,twitter15,true,370,True
532319110458118144,twitter15,false,636,True
532559937269166080,twitter15,false,210,True
532602376398462976,twitter15,true,178,True
532851585408593920,twitter15,false,326,True
532928419051622400,twitter15,unverified,249,True
533734824905670656,twitter15,unverified,618,True
533767270091087872,twitter15,unverified,129,True
533811170889568256,twitter15,unverified,114,True
534205316620382208,twitter15,true,176,True
534278078105944064,twitter15,false,616,True
534303066867367937,twitter15,false,154,True
534337548680978432,twitter15,false,136,True
534364937939062784,twitter15,false,157,True
534392174876839936,twitter15,false,175,True
534409916560461825,twitter15,false,187,True
534445263528947712,twitter15,false,120,True
534461459938304001,twitter15,false,151,True
534543768653807618,twitter15,false,135,True
534678919656775680,twitter15,false,141,True
534763214106820608,twitter15,false,115,True
535148463609356288,twitter15,unverified,329,True
535252460148113409,twitter15,false,145,True
535257207991205888,twitter15,unverified,379,True
535282587325833216,twitter15,unverified,120,True
535315394127728641,twitter15,false,120,True
535474861616148480,twitter15,true,127,True
535474881090322432,twitter15,true,353,True
535484342785830912,twitter15,unverified,245,True
535507913226190849,twitter15,false,113,True
535579674152148992,twitter15,true,304,True
536105045545472000,twitter15,true,446,True
536504515843727361,twitter15,true,399,True
536540403109879809,twitter15,true,455,True
536547921542791170,twitter15,true,1211,True
536558567206420480,twitter15,true,411,True
536738726693847041,twitter15,true,142,True
536804445678755840,twitter15,true,829,True
536808074431184896,twitter15,true,464,True
536826622725218304,twitter15,true,217,True
536827853669941248,twitter15,true,248,True
536835346932441088,twitter15,true,133,True
536849906997415936,twitter15,true,192,True
536871550184869888,twitter15,true,143,True
536915851233202176,twitter15,unverified,233,True
536962520477470720,twitter15,true,270,True
536991428694376448,twitter15,true,190,True
537006518118273025,twitter15,true,326,True
537355288295518210,twitter15,false,307,True
537377960471166976,twitter15,false,1863,True
537378640653475841,twitter15,false,226,True
537484793882361856,twitter15,unverified,110,True
537913349338435584,twitter15,true,221,True
537976883150077952,twitter15,unverified,675,True
538010064591028224,twitter15,unverified,450,True
538129041539092480,twitter15,false,286,True
538133250066366464,twitter15,unverified,121,True
538137715293061120,twitter15,unverified,744,True
538166788484509696,twitter15,false,120,True
538193964479045633,twitter15,unverified,365,True
538218607822770176,twitter15,true,179,True
538256153080127489,twitter15,true,389,True
538346377794031618,twitter15,true,1020,True
538374385665449985,twitter15,true,201,True
